80806, BUTTER NAAN, KADAI PANEER, CHE SANDWICH, CHE SANDWICH,
86497, PEPSI MIX, COKE MIX,
74978, BUTTER NAAN, KADAI PANEER,
82710, ICECREAMSHAKE, CHE SANDWICH,
90472, CHE SANDWICH, COKE MIX,
100234, PEPSI MIX, CHE SANDWICH,
84902, BUTTER NAAN, KADAI PANEER,
78563, DAIRY MILK, COKE MIX,
81195, PLAIN MAGGI, LAYS / BINGO,
92434, PLAIN MAGGI, FRIED MAGGI, FRUIT SHAKE, CHE BURGER, COKE MIX,
94242, FIVE STAR@20, ALOO PARATHA, CURD,
97779, FIVE STAR@20, ICECREAMSHAKE, ICE,
98589, VEG PATTY, FRUIT SHAKE, ALOO PARATHA, CURD,
98614, PLAIN DOSA, MASALA DOSA, VEG RICE,
98615, FRUIT SHAKE, ICE,
100682, SILK, PULPY ORANGE,
105689, LITTLE HEARTS, ALOO PARATHA, BUTTER,
108128, PLAIN MAGGI, LAYS / BINGO, FRUIT SHAKE,
112190, FRUIT SHAKE, PANEER FRANKY,
115897, LAYS / BINGO, COKE MIX,
74773, ALOO PARATHA, BUTTER,
76406, LITTLE HEARTS, WAFFY,
78578, PLAIN MAGGI, CHE SANDWICH,
81668, PLAIN MAGGI, LITTLE HEARTS, COKE MIX,
81791, LITTLE HEARTS, FIVE STAR@20,
83731, ALOO PARATHA, CHE SANDWICH,
83778, PULPY ORANGE, FRUIT SHAKE, ALOO PARATHA,
83844, GOODAY@20, DAIRY MILK, WAFFY,
86675, VEG PATTY, LAYS / BINGO, LITTLE HEARTS,
88457, LITTLE HEARTS, FIVE STAR@20,
91835, ICE, CHE BURGER,
96172, LITTLE HEARTS, CHE SANDWICH,
98954, MASALA DOSA, CHILLI CHICKEN, ALOO PARATHA,
106742, COKE CAN, CHE SANDWICH,
108469, BUTTER NAAN, BUTTER CHICKEN,
108503, BUTTER NAAN, PULPY ORANGE,
109049, LAYS / BINGO, ALOO PARATHA,
109087, ALOO PARATHA, CURD,
110413, LAYS / BINGO, LITTLE HEARTS, CHE BURGER,
110440, VEG PATTY, WAFFY,
84428, ICECREAMSHAKE, CHE SANDWICH,
91039, CHI PASTA, ICECREAMSHAKE, CHE SANDWICH,
112238, FRUIT SHAKE, PANEER FRANKY,
112256, ICECREAMSHAKE, CHE SANDWICH,
77594, LAYS / BINGO, GOODAY@20, FIVE STAR@20, COKE MIX,
81599, BUTTER NAAN, CHILLI CHICKEN, COKE MIX,
88793, BRT CAKES, COKE MIX,
94850, BUTTER NAAN, CHILLI CHICKEN, LAYS / BINGO, OREO@15,
102206, BUTTER NAAN, CHILLI CHICKEN,
103852, BUTTER NAAN, CHILLI CHICKEN, LAYS / BINGO, D.MILK, CHE BURGER,
107330, BUTTER NAAN, CHILLI CHICKEN, BRT. CAKE, D.MILK,
107350, BUTTER NAAN, LAYS / BINGO, COKE MIX,
110058, BUTTER NAAN, CHILLI CHICKEN, COKE MIX,
112657, PLAIN MAGGI, BUTTER NAAN, KADAI PANEER, CHE BURGER, COKE MIX,
113949, LAYS / BINGO, CHE SANDWICH,
113952, BUTTER NAAN, CHILLI CHICKEN, ALOO PARATHA, COKE MIX,
114251, LAYS / BINGO, BRT. CAKE, DAIRY MILK@45,
115740, LAYS / BINGO, JAM TREAT, SILK, CHE SANDWICH,
83578, FRUIT SHAKE, CHE SANDWICH,
87079, FRUIT SHAKE, CHE SANDWICH,
89742, FRUIT SHAKE, COKE MIX,
90716, ALOO PARATHA, CHE SANDWICH, COKE MIX,
94410, FRUIT SHAKE, CHE SANDWICH,
95791, COKE MIX, PANEER FRANKY,
97790, MATKA KULFI, CHE BURGER,
112920, FRUIT SHAKE, ALOO PARATHA, COKE MIX,
113903, BUTTER NAAN, COKE MIX,
77849, FRUIT SHAKE, CHE SANDWICH,
77873, ICECREAMSHAKE, ALOO PARATHA,
79288, FIVE STAR@20, ALOO PARATHA,
85684, ICECREAMSHAKE, CHE SANDWICH,
93568, LAYS / BINGO, FIVE STAR@20, CAPRI SUN,
98887, FIVE STAR@25, FRUIT SHAKE, CHE SANDWICH,
98930, LAYS / BINGO, CAPRI SUN,
102748, ICECREAMSHAKE, ALOO PARATHA, CHOCO PIE, CHE SANDWICH,
102929, FIVE STAR@20, PULPY ORANGE,
107081, FIVE STAR@20, CHE SANDWICH,
76430, VEG PATTY, PULPY ORANGE,
95468, VEG PATTY, REAL JUICE,
96613, BUTTER NAAN, CHILLI CHICKEN, COKE MIX,
97587, PLAIN MAGGI, FRUIT SHAKE,
115901, FRUIT SHAKE, YAMAMA,
77141, LAYS / BINGO, COKE MIX,
77142, COKE MIX, WAFFY,
79323, COKE MIX, PANEER FRANKY,
84172, BUTTER NAAN, KADAI PANEER, COKE MIX,
86051, BUTTER NAAN, KADAI PANEER, COKE MIX,
86061, BUTTER NAAN, KADAI PANEER,
86377, BUTTER NAAN, COKE MIX,
86381, CHI.RICE, COKE CAN,
87926, ALOO PARATHA, PEPSI MIX, MATKA KULFI,
87936, LAYS / BINGO, MATKA KULFI, WAFFY,
89450, COKE MIX, WAFFY,
93444, PLAIN MAGGI, COKE MIX,
93701, FIVE STAR@20, COKE MIX,
94658, PEPSI MIX, KAJU SHAKE,
94821, LAYS / BINGO, BOURBON,
96607, BUTTER NAAN, KADAI PANEER,
111753, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
82819, DAIRY MILK, ICECREAMSHAKE, PEPSI MIX,
89284, FRIED MAGGI, FRUIT SHAKE, CHE SANDWICH,
89416, LITTLE HEARTS, PEPSI MIX,
90072, BUTTER NAAN, CHILLI CHICKEN,
92097, CHILLI CHICKEN, PLAIN NAAN,
101501, ICECREAMSHAKE, CHE SANDWICH,
116669, PULPY ORANGE, COKE MIX,
75646, CHI.TANDURY 1/2, PEPSI MIX, CHE SANDWICH,
78251, FRUIT SHAKE, PEPSI MIX, BRT CAKES,
79112, CHI.PAKODA, CHE SANDWICH, COKE MIX,
81178, CHI PASTA, COKE MIX,
83953, PEPSI MIX, YAMAMA, CHE SANDWICH,
85057, PEPSI MIX, SLICE,
86342, BUTTER NAAN, CHILLI CHICKEN,
87974, BUTTER NAAN, CHILLI CHICKEN, YAMAMA,
94208, PEPSI MIX, YAMAMA,
111363, BUTTER NAAN, CHILLI CHICKEN, COKE MIX,
112589, PLAIN MAGGI, CHI.TANDURY 1/2, LAYS / BINGO, YAMAMA, COKE MIX,
74819, MATKA KULFI, COKE MIX,
75447, LAYS / BINGO, CHE SANDWICH,
82958, CHE SANDWICH, COKE MIX,
90075, BUTTER NAAN, CHILLI CHICKEN, PEPSI MIX,
97344, FIVE STAR@20, YAMAMA,
105557, BUTTER NAAN, CHILLI CHICKEN, COKE MIX,
108846, MASALA DOSA, COKE MIX,
110855, CHOCO PIE, COKE MIX,
113899, CHI.PAKODA, BUTTER NAAN,
113968, FIVE STAR@25, COKE MIX,
86867, ICECREAMSHAKE, ALOO PARATHA, CHE SANDWICH,
86873, LAYS / BINGO, FRUIT SHAKE,
89216, ICECREAMSHAKE, CHE SANDWICH,
95153, FIVE STAR@20, COKE CAN,
114431, BUTTER NAAN, KADAI PANEER, BUTTER CHICKEN,
115327, VEG RICE, CHE SANDWICH,
75231, BUTTER NAAN, CHILLI CHICKEN,
79344, CHI.RICE, LAYS / BINGO, D.MILK, PULPY ORANGE,
79844, BUTTER NAAN, CHILLI CHICKEN,
79895, LAYS / BINGO, COKE MIX,
81565, FIVE STAR@20, PEPSI MIX, CHE SANDWICH,
82623, PULPY ORANGE, CHE SANDWICH,
83668, CHI.RICE, LAYS / BINGO,
84721, VEG PATTY, PULPY ORANGE,
88401, CHI.RICE, LAYS / BINGO,
90063, CHI.TANDURI FULL, CHI.PAKODA, PEPSI MIX,
90268, DAIRY MILK, SLICE, MATKA KULFI,
92037, CHI.RICE, LAYS / BINGO, ICECREAMSHAKE, CHE BURGER,
96199, BUTTER NAAN, BUTTER CHICKEN,
96304, LAYS / BINGO, PEPSI MIX, CHE SANDWICH,
96307, CHI.RICE, LITTLE HEARTS,
98103, LAYS / BINGO, CHE BURGER,
99153, CHI.PAKODA, PULPY ORANGE, PEPSI MIX, YAMAMA,
107413, CHI.RICE, LAYS / BINGO, COKE MIX,
110027, BUTTER NAAN, CHILLI CHICKEN, CHE BURGER,
111528, PULPY ORANGE, ALOO PARATHA,
111783, BUTTER NAAN, BUTTER CHICKEN, PULPY ORANGE,
112632, LAYS / BINGO, PULPY ORANGE,
80741, LAYS / BINGO, PEPSI MIX,
81459, CHI.TANDURY 1/2, BUTTER NAAN,
83916, ICE, PANEER FRANKY,
93554, LITTLE HEARTS, FALUDA KULFI,
75702, BUTTER NAAN, BUTTER CHICKEN,
75811, FRUIT SHAKE, WAFFY,
80932, LITTLE HEARTS, FRUIT SHAKE,
81583, MAKHANIA LASSI, CHE SANDWICH, BRT CAKES,
90613, LAYS / BINGO, LITTLE HEARTS, FRUIT SHAKE,
85168, CHE BURGER, CHE BURGER, COKE MIX,
88116, CHI PASTA, CHE SANDWICH,
88156, LAYS / BINGO, COKE MIX,
90163, BUTTER NAAN, PEPSI MIX, PEPSI MIX, CHI LOLLIPOP, YAMAMA,
92105, CHE BURGER, CAPRI SUN,
95790, VEG PASTA, MY CAN,
95924, CHI.TANDURY 1/2, BUTTER NAAN,
97741, CHE BURGER, COKE MIX,
98804, FRUIT SHAKE, CHE SANDWICH,
98813, CHI.RICE, CHI.PAKODA, ICECREAMSHAKE, ICE,
98924, CHI.TANDURY 1/2, BUTTER NAAN,
103727, LAYS / BINGO, FRUIT SHAKE, ICE, COKE MIX,
110883, CHE SANDWICH, CHE SANDWICH,
106568, BUTTER NAAN, KADAI PANEER, COKE MIX,
110016, FRUIT SHAKE, FRUIT SHAKE,
113610, BUTTER NAAN, KADAI PANEER,
77843, CHE SANDWICH, COKE MIX,
83721, PLAIN MAGGI, BRT CAKES,
87160, D.MILK, FRUIT SHAKE,
89185, FRIED MAGGI, FRUIT SHAKE,
98762, MASALA DOSA, LAYS / BINGO,
104167, CHE BURGER, PANEER FRANKY,
108878, VEG PATTY, ALOO PARATHA,
80551, CHI.TANDURI FULL, LAYS / BINGO, CHE BURGER, COKE MIX,
75695, FRUIT SHAKE, ALOO PARATHA,
75761, FRUIT SHAKE, ALOO PARATHA,
76823, COKE CAN, FRUIT SHAKE,
79027, FRUIT SHAKE, CHE SANDWICH,
80795, MAKHANIA LASSI, CHE SANDWICH,
81569, GOODAY@20, MAKHANIA LASSI,
84573, LAYS / BINGO, FRUIT SHAKE, CHE SANDWICH,
85911, FRUIT SHAKE, ALOO PARATHA,
86339, ALOO PARATHA, MAKHANIA LASSI, BUTTER,
86385, D.MILK, MAKHANIA LASSI,
98208, ALOO PARATHA, MAKHANIA LASSI,
100567, EGG RICE, CHI.TANDURY 1/2, ALOO PARATHA, CHE SANDWICH,
100680, FRIED IDLY, MAKHANIA LASSI,
101626, LAYS / BINGO, GOODAY@10, FIVE STAR@20,
83445, BUTTER NAAN, KADAI PANEER,
94775, OREO@15, PEPSI MIX, CHE SANDWICH,
97723, PULPY ORANGE, FRUIT SHAKE, ALOO PARATHA,
104384, CHI.TANDURY 1/2, FRUIT SHAKE,
105662, FRUIT SHAKE, CHE SANDWICH, COKE MIX,
107018, BUTTER NAAN, CHILLI CHICKEN,
109567, FRUIT SHAKE, CHE SANDWICH,
116110, BUTTER NAAN, CHILLI CHICKEN, FRUIT SHAKE,
75209, ICECREAMSHAKE, CHE SANDWICH,
77366, ICECREAMSHAKE, CHE SANDWICH,
77431, LAYS / BINGO, CHE SANDWICH,
78906, CHI.TANDURY 1/2, COKE MIX,
83639, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
100859, LAYS / BINGO, ICECREAMSHAKE, CHE SANDWICH, COKE MIX,
101324, COKE MIX, WAFFY,
107157, ICECREAMSHAKE, CHE SANDWICH,
107387, ALOO PARATHA, BUTTER,
112245, BUTTER NAAN, BUTTER CHICKEN,
112405, BOURBON, COKE MIX, WAFFY,
114185, BUTTER NAAN, CHILLI CHICKEN,
79644, BUTTER NAAN, KADAI PANEER,
90097, BUTTER NAAN, BUTTER CHICKEN,
100440, EGG RICE, FRUIT SHAKE,
100521, ALOO PARATHA, KAJU SHAKE,
75164, PEPSI MIX, CHE SANDWICH,
92141, BUTTER CHICKEN, PLAIN NAAN,
113536, VEG PATTY, LAYS / BINGO,
113972, BUTTER NAAN, BUTTER CHICKEN,
74881, MASALA DOSA, PULPY ORANGE, PEPSI MIX, CHE SANDWICH,
76876, VEG PASTA, PEPSI MIX, MY CAN,
76972, PEPSI MIX, YAMAMA,
79646, VEG PASTA, PEPSI MIX,
88337, FRIED MAGGI, PEPSI MIX,
91962, PEPSI MIX, CHE BURGER,
92049, PLAIN MAGGI, ICE, CHE BURGER,
98749, CHE SANDWICH, COKE MIX,
102554, ICECREAMSHAKE, REAL JUICE,
110054, FRIED MAGGI, EGG RICE, COKE MIX,
110070, LAYS / BINGO, WAFFY,
110087, LAYS / BINGO, COKE MIX,
110813, CHE SANDWICH, COKE MIX,
115871, FRUIT SHAKE, ICE, COKE MIX, SAMBHAR VADA,
94009, EGG RICE, CHI PASTA, BUTTER CHICKEN,
94011, PLAIN MAGGI, PEPSI MIX,
96923, CHI.RICE, PEPSI MIX,
100148, CHI.RICE, CHI.RICE, PULPY ORANGE,
101297, EGG RICE, BUTTER CHICKEN, COKE MIX,
108947, VEG PATTY, MASALA DOSA, COKE MIX,
108951, BOURBON, LITTLE HEARTS,
109654, CHI.RICE, MAKHANIA LASSI,
109692, CHI.PAKODA, ALOO PARATHA, COKE MIX,
113470, PLAIN MAGGI, LAYS / BINGO,
113489, LAYS / BINGO, PULPY ORANGE,
75875, FRUIT SHAKE, CHE SANDWICH,
75881, COKE CAN, ALOO PARATHA,
80325, COKE CAN, ALOO PARATHA,
82313, VEG RICE, MY CAN, CHE SANDWICH,
85744, ALOO PARATHA, CHE SANDWICH, VENDING TOKEN,
87404, CHE SANDWICH, VENDING TOKEN,
88272, BUTTER NAAN, KADAI PANEER,
91022, CHE SANDWICH, VENDING TOKEN,
94519, ALOO PARATHA, CURD,
98720, ICECREAMSHAKE, CHE SANDWICH,
98740, BUTTER NAAN, BUTTER CHICKEN, FIVE STAR@25, FRUIT SHAKE, COKE MIX,
98757, CHI.RICE, CHILLI CHICKEN, CHOCO PIE, COKE MIX,
98759, CHOCO PIE, ICE, COKE MIX,
98770, EGG RICE, PULPY ORANGE,
99671, ALOO PARATHA, CURD,
99675, LAYS / BINGO, COKE MIX,
110368, ALOO PARATHA, CURD,
110964, CHE SANDWICH, COKE MIX,
111840, COKE MIX, PANEER FRANKY,
112692, FRUIT SHAKE, CHE BURGER,
114287, LAYS / BINGO, ALOO PARATHA, CURD, COKE MIX,
109406, PULPY ORANGE, KAJU SHAKE,
109410, COKE MIX, WAFFY,
107739, PLAIN MAGGI, FRUIT SHAKE,
76244, ALOO PARATHA, MY CAN,
80689, COKE CAN, CHE SANDWICH,
81319, VEG PATTY, COKE CAN,
83095, VEG PATTY, MY CAN,
85287, ICECREAMSHAKE, ALOO PARATHA,
87540, COKE CAN, CHE SANDWICH,
87842, LAYS / BINGO, COKE CAN, ALOO PARATHA,
89873, VEG PATTY, MY CAN,
90351, BUTTER NAAN, COKE MIX,
93650, VEG PATTY, LAYS / BINGO,
94787, ICECREAMSHAKE, CHE SANDWICH,
97370, COKE CAN, ALOO PARATHA,
98210, MASALA DOSA, ICECREAMSHAKE,
103587, VEG PATTY, LAYS / BINGO,
103780, ALOO PARATHA, PANEER FRANKY,
107228, COKE CAN, CHE SANDWICH,
108353, VEG PATTY, ALOO PARATHA,
109571, CHE SANDWICH, PULPY NIMBU,
112066, FRUIT SHAKE, CHE SANDWICH,
113510, VEG PATTY, LAYS / BINGO, FRUIT SHAKE,
105711, LAYS / BINGO, PULPY ORANGE, CHE SANDWICH,
109340, CHI.PAKODA, BUTTER NAAN,
109382, D.MILK, FRUIT SHAKE,
116229, LAYS / BINGO, CHE SANDWICH, DAIRY MILK@45,
84574, ALOO PARATHA, CURD,
85740, ALOO PARATHA, CURD,
87719, ALOO PARATHA, CURD,
107172, ALOO PARATHA, CURD,
108104, PLAIN MAGGI, REAL JUICE,
108778, ALOO PARATHA, CURD,
109660, FRIED MAGGI, FRUIT SHAKE, ALOO PARATHA,
79161, FIVE STAR@20, ICE,
85471, SLICE, CHE BURGER,
90611, BUTTER NAAN, BUTTER CHICKEN,
96533, MY CAN, CHE SANDWICH,
112153, REAL JUICE, CHE SANDWICH,
100116, FRUIT SHAKE, CHE SANDWICH,
78882, FRUIT SHAKE, CHE SANDWICH,
82070, LAYS / BINGO, SLICE,
83680, LAYS / BINGO, SLICE,
86861, VEG PATTY, PLAIN DOSA, MASALA DOSA, CHE SANDWICH,
88489, FRIED MAGGI, LAYS / BINGO, SLICE,
90691, LAYS / BINGO, SLICE, CHE SANDWICH,
102858, LAYS / BINGO, CHE SANDWICH,
104188, LAYS / BINGO, ICECREAMSHAKE, ALOO PARATHA,
77629, FRUIT SHAKE, CHE SANDWICH,
86955, FRUIT SHAKE, FALUDA KULFI,
76438, VEG PATTY, VEG PATTY,
79824, PEPSI MIX, COKE MIX,
81997, CHE SANDWICH, COKE MIX,
83784, COKE MIX, PANEER FRANKY,
88881, LITTLE HEARTS, CHE SANDWICH,
94140, FRUIT SHAKE, COKE MIX,
114148, FRUIT SHAKE, CHE SANDWICH,
74951, BUTTER NAAN, KADAI PANEER,
76933, BUTTER NAAN, KADAI PANEER,
78615, BUTTER NAAN, KADAI PANEER,
79590, VEG RICE, EGG RICE,
83440, BUTTER NAAN, KADAI PANEER,
86396, ALOO PARATHA, CHE SANDWICH,
94749, LAYS / BINGO, OREO@15, BOURBON,
96254, BUTTER NAAN, KADAI PANEER,
97308, ALOO PARATHA, COKE MIX,
109530, BUTTER NAAN, BUTTER CHICKEN,
110223, BUTTER NAAN, BUTTER CHICKEN,
112303, CURD, BUTTER,
75050, ALOO PARATHA, BUTTER,
75090, FRUIT SHAKE, CHE SANDWICH,
78685, PLAIN MAGGI, MAKHANIA LASSI,
79422, ALOO PARATHA, PEPSI MIX, BUTTER,
79949, MAKHANIA LASSI, PANEER FRANKY,
82233, BUTTER NAAN, ALOO PARATHA, BUTTER,
89257, FRUIT SHAKE, CHE SANDWICH,
91927, ALOO PARATHA, BUTTER,
94794, ALOO PARATHA, BUTTER,
95501, VEG PATTY, FRUIT SHAKE,
98870, ICE, CHE SANDWICH,
106899, LAYS / BINGO, BRT. CAKE, BOURBON,
111696, REAL JUICE, PANEER FRANKY,
114022, PULPY ORANGE, CHE SANDWICH,
114033, ALOO PARATHA, REAL JUICE, BUTTER,
96129, LAYS / BINGO, COKE MIX,
96105, ICECREAMSHAKE, SLICE,
96249, ICECREAMSHAKE, CHE SANDWICH, PANEER FRANKY,
113916, FRUIT SHAKE, FRUIT SHAKE, CHE SANDWICH,
114043, PULPY ORANGE, CHOCO PIE,
91968, CHI.TANDURI FULL, PEPSI MIX,
105629, CHI.PAKODA, PULPY ORANGE, COKE MIX, COKE MIX,
105641, PULPY ORANGE, FRUIT SHAKE,
82466, FRUIT SHAKE, CHE SANDWICH,
98491, FRUIT SHAKE, ALOO PARATHA, BUTTER,
80111, DAIRY MILK, FIVE STAR@20, FRUIT SHAKE,
101252, DAIRY MILK, ALOO PARATHA,
77952, BOURBON, LITTLE HEARTS, BRT CAKES,
86077, BOURBON, FRUIT SHAKE, BRT CAKES,
86554, ALOO PARATHA, BUTTER,
91607, FRUIT SHAKE, COKE MIX,
92339, CHE BURGER, COKE MIX,
92448, BOURBON, LITTLE HEARTS,
96335, ALOO PARATHA, ALOO PARATHA, BUTTER, COKE MIX,
99066, FRUIT SHAKE, PEPSI MIX,
102551, FRUIT SHAKE, BRT CAKES,
104488, CHE BURGER, BRT CAKES,
75226, LAYS / BINGO, FRUIT SHAKE, FRUIT SHAKE,
76904, BUTTER NAAN, BUTTER CHICKEN,
77013, YAMAMA, COKE MIX,
78978, BUTTER NAAN, BUTTER CHICKEN,
80611, BUTTER NAAN, BUTTER CHICKEN,
82192, BUTTER NAAN, BUTTER CHICKEN,
84771, LAYS / BINGO, WAFFY,
84989, FRUIT SHAKE, WAFFY,
89640, BUTTER NAAN, BUTTER CHICKEN,
97895, FRIED MAGGI, LAYS / BINGO,
100102, BUTTER NAAN, BUTTER CHICKEN,
100531, LITTLE HEARTS, FRUIT SHAKE, MATKA KULFI,
101927, BUTTER NAAN, BUTTER CHICKEN,
108636, BUTTER NAAN, BUTTER CHICKEN,
109577, BUTTER NAAN, BUTTER CHICKEN,
111334, LAYS / BINGO, COKE MIX,
112011, BUTTER NAAN, BUTTER CHICKEN,
116042, BUTTER NAAN, BUTTER CHICKEN,
74864, EGG RICE, ICECREAMSHAKE,
78930, LAYS / BINGO, COKE CAN, BRT CAKES,
80510, LAYS / BINGO, BRT CAKES,
81738, VEG RICE, FRUIT SHAKE,
85376, LAYS / BINGO, ICECREAMSHAKE,
87733, LAYS / BINGO, YAMAMA,
93428, LAYS / BINGO, OREO@15, ICECREAMSHAKE,
96365, LAYS / BINGO, PANEER FRANKY,
98236, LAYS / BINGO, BRT CAKES,
100252, ICE, CHE SANDWICH, COKE MIX,
102248, BUTTER NAAN, KADAI PANEER,
107759, MIX UTTAPAM, LAYS / BINGO, ICECREAMSHAKE,
113765, CHE SANDWICH, COKE MIX,
92157, ICECREAMSHAKE, CHE BURGER,
97638, PULPY ORANGE, CHE BURGER,
79440, FRUIT SHAKE, ICE,
80240, ICECREAMSHAKE, PANEER FRANKY,
83052, VEG PATTY, FRUIT SHAKE,
87002, VEG PATTY, ICECREAMSHAKE,
90762, FRUIT SHAKE, CHE SANDWICH,
93653, VEG PATTY, FRUIT SHAKE,
97367, VEG PATTY, ICE,
109572, LAYS / BINGO, BRT. CAKE, CHE SANDWICH,
115905, FRUIT SHAKE, FRUIT SHAKE,
115907, ALOO PARATHA, CHE SANDWICH,
76570, LAYS / BINGO, LITTLE HEARTS, BRT CAKES,
74912, BOURBON, PULPY ORANGE, WAFFY, AMUL KOOL@22,
85075, VEG RICE, LAYS / BINGO, PULPY ORANGE,
108449, MASALA DOSA, MASALA DOSA, FRUIT SHAKE,
109135, PLAIN MAGGI, MASALA DOSA,
113901, MASALA DOSA, DAIRY MILK, FRUIT SHAKE,
80520, COKE CAN, CHE BURGER,
83495, ALOO PARATHA, BUTTER,
84704, VEG PATTY, ICE,
85205, ALOO PARATHA, BUTTER,
85255, ALOO PARATHA, BUTTER,
86740, ALOO PARATHA, BUTTER,
87782, VEG PATTY, ICE,
88096, ALOO PARATHA, BUTTER,
91923, ALOO PARATHA, BUTTER,
99314, BOURBON, WAFFY,
105133, ALOO PARATHA, BUTTER,
107113, ALOO PARATHA, BUTTER,
107966, BUTTER NAAN, KADAI PANEER,
108672, BOURBON, WAFFY,
109569, ALOO PARATHA, BUTTER,
116644, BOURBON, DARK FANTASY,
75246, CHILLI CHICKEN, PULPY ORANGE,
77491, CHILLI CHICKEN, BOURBON, PULPY ORANGE,
78464, PULPY ORANGE, BRT CAKES,
81127, PULPY ORANGE, BRT CAKES,
81439, CHILLI CHICKEN, PULPY ORANGE,
82909, CHE SANDWICH, WAFFY,
83454, CHILLI CHICKEN, PULPY ORANGE, BRT CAKES,
87118, CHILLI CHICKEN, PULPY ORANGE,
87261, BRT CAKES, WAFFY,
90683, CHILLI CHICKEN, ICECREAMSHAKE,
94639, CHILLI CHICKEN, BOURBON,
101555, LAYS / BINGO, PULPY ORANGE,
79053, CHOCO PIE, BRT CAKES,
91974, FRUIT SHAKE, ALOO PARATHA, BUTTER,
94932, FRUIT SHAKE, CHE SANDWICH,
101247, FRUIT SHAKE, ALOO PARATHA,
81291, LAYS / BINGO, FRUIT SHAKE,
81342, FRUIT SHAKE, FRUIT SHAKE,
88578, FRIED MAGGI, BRT CAKES,
105322, LAYS / BINGO, JAM TREAT,
75260, PLAIN DOSA, ICECREAMSHAKE,
76992, PULPY ORANGE, BRT CAKES,
82030, FRUIT SHAKE, BRT CAKES,
94528, PLAIN MAGGI, LAYS / BINGO, CAPRI SUN,
102368, FRUIT SHAKE, IDLY SAMBHAR,
104798, FRUIT SHAKE, PANEER FRANKY,
105055, LAYS / BINGO, ICECREAMSHAKE,
89244, PULPY ORANGE, CHE SANDWICH,
74717, VEG PATTY, GOODAY@20,
80588, GOODAY@20, LITTLE HEARTS, FRUIT SHAKE,
83167, FRUIT SHAKE, ALOO PARATHA,
88656, FRUIT SHAKE, ALOO PARATHA,
94363, LAYS / BINGO, LITTLE HEARTS, FRUIT SHAKE,
108478, LAYS / BINGO, LITTLE HEARTS,
111655, BUTTER NAAN, BUTTER CHICKEN,
111699, LITTLE HEARTS, FRUIT SHAKE,
77043, EGG RICE, FRUIT SHAKE,
83184, D.MILK, FRUIT SHAKE, ALOO PARATHA,
91754, PLAIN MAGGI, FRUIT SHAKE,
102136, FRUIT SHAKE, ALOO PARATHA,
77537, MASALA DOSA, ICECREAMSHAKE,
80193, ICECREAMSHAKE, CHE BURGER,
101048, LITTLE HEARTS, LITTLE HEARTS,
109194, BUTTER NAAN, BUTTER CHICKEN,
80869, LAYS / BINGO, PEPSI MIX, YAMAMA,
87065, SILK, CHE SANDWICH,
108684, BOURBON, PULPY ORANGE,
110213, LAYS / BINGO, DAIRY MILK,
85736, VEG RICE, ICECREAMSHAKE,
89529, VEG RICE, ICECREAMSHAKE,
92216, BUTTER CHICKEN, PLAIN NAAN,
101111, CHI.RICE, COKE MIX,
102612, BUTTER NAAN, BUTTER CHICKEN,
113776, CHI.RICE, COKE MIX,
95942, ICECREAMSHAKE, ALOO PARATHA,
91801, VEG RICE, PANEER FRANKY,
74718, BOURBON, AMUL KOOL@22,
74777, FRUIT SHAKE, PEPSI MIX,
76392, BOURBON, PULPY ORANGE,
77117, GOODAY@20, PULPY ORANGE,
78544, OREO@30, FRUIT SHAKE,
84995, FRUIT SHAKE, PEPSI MIX,
88880, LITTLE HEARTS, FRUIT SHAKE,
93000, EGG RICE, PLAIN NAAN,
94366, BUTTER NAAN, COKE MIX,
96429, ALOO PARATHA, COKE MIX,
99212, FRUIT SHAKE, BRT CAKES,
100742, FRUIT SHAKE, CHE SANDWICH,
100794, FRUIT SHAKE, BRT CAKES,
102510, PULPY ORANGE, FRUIT SHAKE, COKE MIX,
104144, FRUIT SHAKE, COKE MIX,
106143, BRT. CAKE, FRUIT SHAKE,
106782, BRT. CAKE, FRUIT SHAKE,
107493, BRT. CAKE, FRUIT SHAKE, ALOO PARATHA,
109780, BRT. CAKE, FRUIT SHAKE,
110210, BRT. CAKE, FRUIT SHAKE, COKE MIX,
110589, BRT. CAKE, FRUIT SHAKE,
111119, FRUIT SHAKE, COKE MIX,
112086, BRT. CAKE, FRUIT SHAKE, COKE MIX,
113466, LAYS / BINGO, BRT. CAKE, FRUIT SHAKE, COKE MIX,
114957, LAYS / BINGO, FRUIT SHAKE,
115775, BRT. CAKE, BOURBON, PULPY ORANGE,
75470, PULPY ORANGE, FRUIT SHAKE, CHE SANDWICH,
87250, CHE SANDWICH, VENDING TOKEN,
89922, LAYS / BINGO, PULPY ORANGE,
91054, ALOO PARATHA, VENDING TOKEN,
91071, PULPY ORANGE, ALOO PARATHA, BUTTER, VENDING TOKEN,
97210, FIVE STAR@20, KAJU SHAKE,
98315, KAJU SHAKE, BRT CAKES,
102629, CHE SANDWICH, BRT CAKES, VENDING TOKEN,
105466, REAL JUICE, VENDING TOKEN,
108034, ALOO PARATHA, REAL JUICE,
86606, ICECREAMSHAKE, CHE SANDWICH,
94287, BUTTER NAAN, KADAI PANEER,
103956, ICECREAMSHAKE, CHE BURGER,
97244, PLAIN MAGGI, FRUIT SHAKE,
